unique id,name,rating,votes,title,location,date,genuinity,description
19558,Kumar,1,3,GPU fan not working properly (90B) from very first day,India,24-Sep-22,Verified Purchase,"GPU fan not working properly (90B) error right from the day received 23rd Sep 2022, I did not get how come a new laptop have fan issues.Hope it's not mined GPU  ! Rest laptop looks good as expected.Inspection scheduled but I am very disappointed for receiving defective product.This seller always provides a good service but I do not know how come they miss this time ??!!!!!!"
17301,Munish Kumar,5,,hp,India,01-Apr-22,Verified Purchase,this is osm laptop for video editing
17602,Alok,5,One,More than what was expected,India,09-Jan-22,Verified Purchase,It delivers more than what you can expect from from a budget gaming laptop. Brightness is good . Overall a great value for money.
18297,sameer,5,12,Good Laptop,India,03-Jul-22,Verified Purchase,"The media could not be loaded.
                



 Super laptop"
18361,Amazon Customer,5,,A deal with all Positives,India,13-Feb-22,Verified Purchase,"Just go for it, its better than gtx1650 and 1650ti undoubtedly, Performance top notch"
20038,Akshay jain,1,3,Don't buy hp products go for others,India,10-Jan-23,Verified Purchase,"The media could not be loaded.
                



 After four months motherboard is dead laptop dead"
19556,Amazon Customer,5,,best,India,25-Apr-22,Verified Purchase,best
17258,Sayyed A.,1,3,Performance is good but worst build ever,India,02-Aug-22,Verified Purchase,"The performance is good in this price segment but the built quality, battery and the display isn't goodWhat is wrong with hp , the display they used is worst thn ever it is dull and there is also too much backlight bleeding seen in display, you can notice huge cost cutting in this laptop the upper lid is too soft , it bends badly if you open up the lid, it feels that this laptop will not last more than 6months.I bought it but it is not getting charged even after connected with the adopter."
17906,BD Kirthi,5,,HP Victus 16,India,24-Mar-22,Verified Purchase,Good value for money
16421,Soumik S.,5,,Value for Money 💰,India,12-Mar-22,Verified Purchase,"It's quite heavy, But it's okay."
18395,Sukhbeer Singh,5,,Best laptop for 60 thousand,India,08-Mar-22,Verified Purchase,Good features and overall best
20449,Navin.K.Patel,5,2,BEST LAPTOP,India,19-Jan-22,Verified Purchase,BEST  LAPTOP IN BEST PRICE. VERY NICE PERFORMANCE .NICE BATTERY BACKUP .AFTER USING 20 DAYS
18346,Saya Acho,5,4,"Overall package for student, even for multitasking",India,05-Jan-22,Verified Purchase,"Over all, I am satisfied with the product but still to know more I will review after 3 months"
17452,Rajasekar,1,2,Not able to activate Microsoft office,India,20-Aug-22,Verified Purchase,"Laptop performance is good. However not able to activate Microsoft Office, tried repairing but didn't work out.Contacted Microsoft but they have redirected to Amazon. Amazon has scheduled technician visit, but no one visited and ticket has been closed simply. This happened twice. Worst behaviour by Troubleshooting Technicians.Planning to return the laptop... If anyone considering this laptop for ms office please don't buy it..."
16439,Bhargav Mishra,5,,Best laptop under this price. Loved it.,India,04-Dec-21,Verified Purchase,Awesome just go for it. I've been using it from 1 and half month no problem has found. Runs up to date .
16771,Lakshmi Priya,5,,Worth it,India,18-Dec-21,Verified Purchase,Worth for money loved it! Mentioned windows 10 but received windows 11 quite surprised . Enjoyed using it!
17622,HARI PRASAD YADAV,5,,Abhi tak koi kami dikhi  hai,India,05-Mar-22,Verified Purchase,Theek hai
17868,Ambati Ramu,2,3,Sound bad & Yellow color havy in video,India,26-Jan-22,Verified Purchase,"Sound Quality is not good, very bad sounding in ear phone.Picture quality is also not up to the mark, yellow color is very high in every video, very disappointed after purchased to high cost and them this quality.Not Return policy.... Very bad experience"
17778,Placeholder,1,4,Not charging,India,28-Sep-22,Verified Purchase,"The media could not be loaded.
                



 i recieved a defective laptop. It shows charging on screen but keeps on decreasing charging percentage not even charging one percent. DEFECTIVE PRODUCT. Never expected something like this from amazon. I need a replacement..."
17176,Ravikumar,5,,Best proseser,India,18-Feb-22,Verified Purchase,Nil
16594,Sriram,1,,Track pad started misbehaving and cannot use it,India,18-Oct-22,Verified Purchase,"The media could not be loaded.
                



 Have sent it for replacement to HP. The problem happened after a week or so after delivery, so replacement  Amazon is not possible within 10 days."
16544,Placeholder,1,,Used product,India,04-Nov-22,Verified Purchase,I received a used product with someone creditionals plz return the item
18885,LeoツPhoenix,4,,Best at @48k,India,08-Nov-22,,I like it.But sometimes I hateit because of the wifi connection. It disconnected automatically and didn't connect again unless it restarted.And power button should be in corner but here it isn't.
18908,Manish kumar,5,,Great,India,14-Jan-22,Verified Purchase,Nice product
18043,mayuresh,5,,Wobble,India,08-Feb-23,,I have been using it for 1 year now. I will be honest. Apart from wobbling issue it's the king. Only issue is the wobble. If that doesn't matter you then it's the right choice
19792,Placeholder,1,5,"My product having display complaint i ,while reporting i had bad customer support from Amazon.",India,15-Jul-22,Verified Purchase,"My product having display complaint i ,while reporting i had bad customer support from Amazon. They arranged for laptop inspection for two times but none of them came both the time.  After reporting so many times through mail and calls finally they agreed replacement of the product."
16553,Raja Nivi,1,,Very slow for normal ppt presentation,India,11-Oct-22,Verified Purchase,Don’t buy this laptop
18682,jairam,5,,Nice product,India,07-Nov-21,Verified Purchase,Good
18463,Prabu,1,9,Not worth a penny,India,18-Jan-22,Verified Purchase,"Cons:1. Network is suddenly stopped working after 1 month then you have to restart also sometime I am getting a blank screen it's not totally worth to buy.People who type fast / going to use for software development dont buy this laptop, the key board is very very short, i cant even type a mail. there is a huge space left blank, they could have concentrated on this.No docking station portNo external Monitor connectionGraphics card is low in the category,"
18173,CHANDARAKALA,1,7,"very bad supplier, delivered defective product. no replacement only refund. refund takes long time.",India,04-Jun-22,Verified Purchase,"very bad supplier. delivered defective laptop(screen not working), when requested for replacement they denied and only refund option is given to me. at least in the return process, the refund is taking long time. the product is returned on 25.05.2022 and not status of return payment."
19168,Pooja Rajpurohit,5,,Best Build Quality and Gaming Performance,India,22-Jan-23,,Really Super Laptop With Great Material and Gaming Performance! I Really Recommend You To Purchase This! a Great Deal in Low prize segment.  Me also purchase krne se pehle bohot soch raha tha ki aacha hoga ya nahi Wagera Wagera but Now Me keh sakta hu best ever laptop.
19880,Vashu,1,2,It's totally waste of money....,India,11-Jun-22,Verified Purchase,"Battery is big but it lasts maximum 2 hours, in early days it gives me around 3 to 4 hours backup but now it's it is at this stage,It heats a lot, and the build quality is the worst..So plz don't buy this garbage...😤😡"
19690,Akash,4,,"Good laptop AAA games run in good fps in medium setting..like uncharted 4, spider man remastered",India,30-Oct-22,,"The media could not be loaded.
                



 Worth it.. budget laptop... under 60k best laptop... run most of the AAA games at medium settings..looks is average.happy customer"
16506,darshan,1,9,Never Buy,India,02-May-22,Verified Purchase,We bought this and replaced due to Software issues and it has not been solved. We have reached out multiple times to Amazon but they have been cancelling the return pick-up and not able to provide solution to it yet.
17570,Midhun Thomas,1,,Don't buy this,India,18-May-22,Verified Purchase,windows key is not working. Don't buy this product.
17613,sai,1,2,Waste product. Go for intel series laptops,India,03-Jul-22,Verified Purchase,Waste product
20463,Manoj,1,27,Worst product recieved,India,07-Mar-22,Verified Purchase,"The media could not be loaded.
                



 Worst product recieved faulty product .need immediate replacement."
17872,aniket,5,,Very good,India,22-Nov-22,,Very good this tv is very good i have use this pc from my childhood and I'm enjoying it very
19477,Rupesh Thapa,5,,Brilliant performance and excellent battery backup.,India,30-Aug-22,,After using of 4 months any gaming laptop under 60k can't provide such a good combination with MS office home and student version. Also battery backup is extremely good...I am not a gamer but do a lot of hardcore performances like data analysis for research methodology and ran a lot of very heavy softwires.Screen wobbling is not an issue it's depends upon the use of individual perspective....Sound quality is pretty good and loud also.. Typing feedback also good...Everything is perfectly fine.Recommended highly for both professional and gaming purpose.
19860,Shreyas Partake,4,,Great performance but poor display color accuracy and wobbling issue,India,06-Apr-22,,This is a good laptop performancewise. But the screen wobbles a lot when you are under a fan or in front of a cooler. and it takes your attention away from your work to the wobbling issue. Also the display is not at all good. Display colors will be very inaccurate as compared to other laptops. You'll lose the original quality and colors of photos and videos. Please keep in mind these two issues while buying any Victus laptop.
18234,Sai Prithvi Raj,5,,Good Laptop,India,28-Sep-22,,"Recently purchased, Good multiuse laptop AMD has given good graphics and processor, but when you play the laptop gets heated a lot make sure to purchase cooling pads as well."
16525,Anil singh,3,2,It can not gaming laptop with 8 gb ram,India,11-May-22,,Windows 11 takes 4.5gb ram from the total 8 gb  that is the very large area of the ram and for the gaming 3 bg Ram is not great  .so if you buy this product so please buy with 16 gb ram.
20235,IMPESTER,3,3,Worst but ….,India,29-Nov-21,,Its worth the price in indian overvalued market (HP mostly) - but i feel if they dont give ms office and keep offered price around 45k -50k then it will be big yes for this one - click on my name and check my profile for more suggestions on gaming laptops
16488,Saikiran,2,2,Adout update,India,07-Jul-22,,On 6-7-2022 you get display driver updateDon't do it it has glitch just ignore that update .And. Worst thing is that update is not unistallable
17382,Amit S.,5,One,Performance,India,09-May-22,,"So far so goodIf you are confused bcz of random YouTubers on wobbling then just forget them Wobbling will not affect or even get noticed and build quality is quite decent, Performance is awesome display is good, battery is awesome.Sound is good.Alexa makes it more useful.RAM management is not that good.Initially screen was looking a bit odd but with Appropriate Drivers it is as good as it could be. Look is classy.The only drawback so far is camera."
17479,Aditya Gupta,4,2,This is my best decision ever,India,13-Sep-22,,"I had this laptop for 1 month now and I just love it. Initially, when I was going to buy the ""gaming laptop"", I was confused between the MSI GF63 Thin and this one. As you might have guessed, I went for this Victus. Although this has that screen wobbling issue that everyone was complaining in the video, I found it okay. Like it is not evident until and unless you are sitting in front of a fan or A/C.The other thing about this laptop here as it is mentioned here is that this is an all-AMD laptop meaning the processor and the GPU is from AMD and I just love the integration between these two. Agreed that it does give you that ""AMD Advantage"" but this is something I wanted. I use DaVinci Resolve for editing and this actually goes with it quite well, although I can't do the color correction or FX work on this with the 8GB ram that it comes with but it's okay for my use case. Also, the battery backup was good.The only downside of getting this laptop is that it is on the heavier side so if you are the person who wants to get a laptop for the office, this might not be for you. Sharing my personal experience, for these 2 weeks I had pain/cramps in my shoulder and turns out that it is this laptop's fault.To sum it up, if you want to buy a gaming laptop and you are on a budget, then you can consider this one. 😊"
20055,Vikram A Singh,5,One,Insane performance,India,21-Apr-22,,"Insane performance. GTA5 works flawlessly with maxed out settings. The cool blue colored laptop with a chrome V printed looks great. The screen does wobble if you are using it while traveling in a car. But it doesn't wobble under regular usage. Can now be upgraded to Windows 11 with no problems. Keypad feels strong and screen is bright and vivid. For gamers, this thing is a blast. Go right ahead with your purchase. You won't be disappointed. Very happy with this laptop."
18705,Placeholder,1,One,Very worst laptop,India,09-Oct-22,,"Laptop has many problems. It has wifi issue. It has graphic car compatibility issue with video editing softwares. It has screen wobble issue. Keyboard backlit has no brighness adjustment, it's just either on or off. Heating issue. Battery backup is not that great. Also, in details, it is somewhere mentioned 144hz but it is only 60hz.  This laptop is like selling less by promising big."
17541,Shadan Zafar,5,,Mind blowing,India,27-May-22,,Mind blowing product with some awesome features with endless oppertunity some proportion and proportion and other train me seat is it
20261,suresh,1,16,Please don't buy 🙏,India,05-Jan-22,,"I have purchased this laptop and it seems a value for money, performance is excellent there are issues first when I have ordered there is a track pad issue in it so I replaced got new one after 1 month of use it's just switched off for no reason while watching YouTube.So I have contacted customer care to claim my warranty. It has been 5 months recently I got my laptop. It has a poor and really worest customer service I have ever faced. So please be aware and choose accordingly."
17363,Vaibhav naik,1,,screen flickering problem after using 3 to 4 month,India,06-Oct-22,,don't by hp laptop screen flickering and displays problem. then hp did not help customer my experience. don't buy It
17265,Shivam Bhadoriya,5,,IT IS VERY BIG DEAL IN THIS PRICE .THIS LAPTOP IS VERY AWESOME,India,15-Jan-22,,I like laptop so much. IT IS VERY BIG DEAL IN THIS PRICE .THIS LAPTOP IS VERY AWESOME IN NORMAL PERFORMANCE BUT IN GAMING ITS WORK EXCELLENT AND I AM VERY 😊😊😊 HAPPY TO PURCHASE THIS LAPTOP
17779,Shree,5,,Omen experience!!,India,07-Feb-22,,"Best Laptop at the segment of 60K, has all the components of top quality which makes it more easier to use."
18475,Sai,5,One,All rounder,India,11-Mar-22,,I am using from  3 monthsI bought it for 58990There are many pros in this laptopWhat ever the application it opens without any lagThe webcam is wide and goodThe microphone is excellentThe screen is huge and brightI only played ashplat 9 in the laptop which is running smoothlyIts wifi connection is very good compared to my friends laptopsIts a heavy laptop (weight)Upto now i didn't notice any strucking and any other app opening issues except photos appThere is no hinge problemThe  speed is high enoughIt is fluentUpdates download and install very fastlyBattery backup is excellent 🙂Charger (150W) is also excellentTrackpad is huge and smoothKeyboard is very nice and nicely placed with a numerical keys alsoBacklight is nice but only one level of light.There are 2 fans in itYou can adjust fan speeds to max and auto.* {In my case they said one mouse is free with it (but i didn't receive it)They are saying a reason that i bought it by one click but we have to add to cart and buy it }
19788,Zubair khan,1,5,Say no to HP laptops,India,04-Jun-22,,"HP after sales at home services are done by unprofessional employees.And Out of warranty services are ""forget about any services"" they will treat you like you are nothing.  So do not buy HP laptops"
20294,Sima Kunwar,1,5,Don't buy this laptop buy 1650 laptop this laptop graphics card gives very poor fps,India,07-May-22,,Buy 1650 instead  1650 gives 79% more fps than rx 5500m this laptop is for poor gaminThn u  .
16832,Nafeesa,4,104,"Definitely worth the price, but...",India,09-Oct-21,Verified Purchase,"This is the review of the 16-e0162AX model [ AMD Ryzen 5 with Radeon RX5500M GPU ]The system is exactly the same as the GTX 1650 variant except for the GPU.  In papers Radeon RX5500M is better than GTX 1650.For the first impression, I like the overall design of the laptop.The screen looks fantastic.  One of the major issue highlighted is the refresh rate but I do play games with PS4 connected to my TV / Projector and they are all 60 Hz only and I don't find it really botheringKeyboard is fun to type.  Its backlit but only single color and brightness.  The power button is part of the keyboard layout which requires us to be careful not to press it while trying to use the function keysThe trackpad is one of the best I would say.  While typing this comment, multiple times my palm have pressed the trackpad but it didn't interfered [Awesome].  The tracking was smooth.  When it comes to games, a wired mouse is a must thoughIt right away allowed me to upgrade to Windows 11.  With a few documented changes, it does looks pretty familiar with Windows 10.  I don't see any performance degradation with the upgrade as of now.  Time will tellThe best part is inclusion of Microsoft office 2019 version which is a fully licensed version.  Not many gaming laptop have this and is very usefulThe integrated GPU have 512 MB DDR4 dedicated memory and the dedicated graphics card have 4GB GDDR6 RAM which should be able to handle most of the AAA games.  Will try out few titles and update my review from Gaming perspectiveNow to the not so fun part.As many have pointed out in the review of the GTX 1650, the wobbling of the screen is noticeable but haven't interfered with my usage.  May affect gaming, time will tellThe included 8 GB RAM may not be enough as with nothing additional installed in the machine, currently the memory usage is at 65%.  Good thing is the entire 8 GB is in single slot allowing you to add additional 16 GB RAM in the empty slotThe unknown factsHave read reviews in the GTX 1650 model that the dedicated graphics is used all the time and there's not setting to disable and use the integrated GPU [to save battery while not gaming].  But with this laptop, I am facing the reverse.  My usage of the last 8 hours, only my integrated graphics was used and the dedicated graphics is idle.  I am not sure if it will only be activated while gaming.  Have to check it outThe reduction in 1 star is only related to this GPU issue.  I might update my rating after getting some answersOverall, it's worth the money.  If you want a performance laptop without burning through your savings, you can buy this without a second thought.  If you are a pro gamer, better to go with other brands with RTX 3xxx and above GPU with 144 Hz and above screen refresh rate"
18917,abdulqadir ajabsha,5,68,Best Budget Gaming Laptop,India,11-Oct-21,Verified Purchase,"I purchased it for Coding, Video & Photo Editing and also a bit of gaming. Mostly i multitask a lot using different desktop for all sorts of work and i goes through it smoothly.Display : It is sharp and nice and the viewing angle are also quite good. Brightness level is optimum for indoor use and just fine for outside use. 144hz is missing and can bother few hardcore gamers but i don't mind it being not there.Upgradibility : It has two slots for storage and ram. One slot of each is equipped with 512 samsung nvme ssd and 8gb ram.Storage can be expanded upto 4 tb and ram upto 32 gb ram using both slots.Performance : This laptop is equipped with Ryzen 5 5600h + RX 5500M and performs like a beast so no issue regarding performance. You can throw any game at it and it will do fine.Battery : It works upto 3 hrs on performance mode and upto 6-7 hours on quite mode. I would advice to switch to quite mode if you're performing normal task like typing or web browsing.Build : It is premium plastic and feels great and the finish is also top notch. The screen wobbles but hasn't been an issue to me. It has been just overhyped a bit.Final Conclusion : I bought is for 58k aftee using debit card and it was a great deal for me. It is an all rounder covering everything you expect in a laptop. That's my review as of now. Also it got updated to Windows 11 and works smoothly.Will update if any issue in few weeks or a month."
16651,V.mallikharjunarao,5,69,I'm writing this review after using it for 8days.,India,21-Oct-21,Verified Purchase,"I bought it for 59kfirst I clear doubts about specifications of laptop1.screen is 60hz and 63-68 % srgbit is good display for normal gaming.2.adafter provided is 150 w (200w is for higher variants)3.keboard light brightness is not adjustable. Either on or off.4.there is no mux switch to switch between dedicated and integrated GPu. Until u apply load graphic card don't start working.5.ram expandable up-to 32gb and storage up-to 1tb m.2ssd (not 4tb ,4tb is for higher varient.)not hdd slot.6.u only adjust fan speed to maximum or Auto.7.given free windows 11 upgrade.8.anti virus is trail version only (in question section manufacturer said full version. )9.it is made of  plastic body.10.cpu tgp 45w gpu 85w.As from utube sources and benchmarks r5 5600h is approximately equal to i7 10 th gen. And gpu rx5500m lies between 1660 and 1660 ti.for normal usage temperature is below  55(for coading, browsing, multitasking) but it again depends on surrounding temperature .keyboard and track pad is good.As  utube reviewers said there in no much screen wobble it is fine(until unless u disturb it, it won't wobble. It tried using it under ceiling  fan and it also not wobble even the cpu and gpu fans speed are set to  maximum ,it won't wobble much.). battery backup is not  that much good as  it has 70 whr battery maybe because of large screen.Brightness also fine. Laptop is little bulky.But one thing, I installed nzxt Cam, I don't know why but the curser stopped workingAfter  I opened nzxt Cam .so I uninstalled it, after that I never found that curser issue. (it maybe because of software compatability problem of that software) .Overall performance is good. Good laptop at this price."
19207,Jayant kumar,4,6,Good laptop at Rs. 60000👍😌.,India,24-Nov-21,Verified Purchase,"Let's get to Pros and Cons directly.PROS:-1) It has very good hardware for price (Ryzen 5600h and Radeon Rx 5500m).2) Build quality is good for price. It is plastic.3) It has 2 slots for RAM and NVME m.2 SSD (only 1 of each slot is filled). So room upgrade is there.4) Battery is 76 WattHour. It last for about 7-8 hours on moderate usage. It can be streched to 10 hours on very low usage. No other gaming laptop in same price has similar battery.5) It has Realtek wifi 6 card.6) HP has a guide for teardown of laptop, for replacing parts, etc.7) Keyboard is backlit (not RGB only white). It is full sized( except for function and Arrow keys)8) Trackpad is biggest in this price range (uses synaptic driver).CONS:-1) It has wobble issue. From front it is not negligible, but from side it looks amplified.2) Webcam looks like it hasn't changed from HP pavilion 13 from 2014. It has got an upgrade of increased field of view.3) BIOS looks like it is same in all HP laptop (atleast since 2014).4) No privacy button/cover for webcam.Do not upgrade to Windows 11 (as of 24/11/2021). Wait for atleast 4-5 months before upgrading to it (as from 24/11/2021).Hey if you are willing to buy it , You can. But if you're willing to sacrifice webcam for performance, then go for Asus TUF dash f15 with rtx 3050 or Acer Nitro 5 with 5600h."
19528,Rohan Sahu,5,6,"Simply amazing, powerful and looks beautiful",India,11-Oct-21,Verified Purchase,"Ordered this laptop on 2nd oct for 58999rs and it was delivered to me on 10th oct.I mainly purchased this laptop for graphic designing work like sketchup, enscape, autocad and 3ds max. It works like a charm and doesn't take too much time to render.I would suggest to go for rx5500m instead of gtx1650 because amd one has more processing sheders(1408) and based on 7nm architecture.Battery consumption is slightly higher than the one which comes with gtx1650.The output of the charger provided with laptop is 150w and the charging speed is pretty fast.U can update the latest drivers from windows updater or hp assistant.The graphic drivers can be update from amd website using radeon pro software.I didn't play any games on this laptop but am pretty sure that it would perform well and will provide u descent fps in most aaa titles.Additional ram and ssd slot is given in this laptop so u can upgrade them in future.Speakers are not loud but the voice is clear. Webcam is average.Overall it's a good laptop under 60k do consider buying it if you are looking for a good laptop with good after sales support and assistance from hp."
19232,Manashjyoti Sharma,5,One,Superb buy. FH5 and GOW runs like a dream.,India,08-May-22,Verified Purchase,"Amd RX 5500M and Ryzen 5 combo is deadly. I brought it on May 2022 and the first two games I installed was Forza Horizon 5 and God Of War. Amazing performance. I am getting 50FPS on both games at High settings.Advice : Get an extra 8GB ram from Crucial because for gaming 16 GB is very much necessary.The MRP on the product was 56,000 and I exchanged my old laptop, got a discount of 12,000 for the exchange and finally I paid 42,000. It's a great deal. 42k for such a heavy duty gaming config is awesome."
19131,Pradeep Gudadur,5,,Best at this price range,India,11-Apr-22,Verified Purchase,Buy at 60k
19187,Shakeel Ahmad,4,4,Killer performance 😍,India,21-Oct-21,Verified Purchase,Ryzen 5 5600H is best under 60k but don't update into windows 11 now
18271,Jitendra Solanki,1,30,Don't fall in trap just looking at price. AVOID.,India,28-Oct-21,,"Oct 28th:Don't invest your money in HP victus series. Google it. Or read reviews on Amazon. HP has manufacturing defect in victus. Motherboard goes down in just 2-3 months of usage, AND HP has no parts for replacements. You'd find many like me struggling with HP for this. Some 3-4 months older cases, still not attended to. Beware. Buy something else."
19832,Sneha,4,2,Amazon sell is faulty products selling by sellers,India,09-Nov-21,Verified Purchase,Seller selling faulty products selling in Amazon sell. My HP victus laptop is grate but some mainer issus about its builds quality. My laptop track pad very noises when tuch
18685,Palak Parmar,5,2,Killer laptop......,India,12-Nov-21,Verified Purchase,I have used this laptop for one week. 1st of all screen wobbling is not a issue. Don't say that please. There are very negligible wobbling. 1. Battery 4/5. 2. Battery backup is approx 5 Hours 3.Keyboard is very very awesome.  4. Sound quality is also good.  5. 60 hz Refresh Rate is also good.  6. Processor performance is very good. 7. Thermals are good. I'm recommended all you to go with this laptop. I got this under 60k.
17488,Goutam,5,171,Best Budget Gaming Laptop from HP,India,11-Nov-21,Verified Purchase,"The media could not be loaded.
                



 This is the best budget gaming Laptop from HP in range of 58K to 72K. I got it at 59K. It has AMD Radeon RX5500M GPU which is better even better than NVIDIA 1650TI. I have uploaded the detailed benchmark scores, check that in picture. The laptop is extremely good. Build Quality is just solid, awesome. This laptop has extreme battery & cooling performance. It performs far better than ASUS TUF A15/F15 1650TI Variant. ASUS TUF's cooling is very bad & battery life is 1.5 to 2.5 hours. HP VICTUS RX5500M gives a battery life of more than 4 hours.Updating review on 03.05.2022.Pro & Cons:PROS:• Latest Gen AMD Processor better than all intel i7,i5,i3 CPUs• White Backlit Keyboard• FHD Screen Resolution• Best for gaming, 3-D modelling, graphics design, coding, game making.• Dedicated GPU, AMD Radeon RX5500M 4GB is present which outperforms 1650TI variant in other laptops, check benchmarks.• 3x USB3 port at 5Gbps speed & 1 type-C port supporting 4K display from discrete GPU + 1RJ45 LAN port + 1 HDMI 2.1 port + 1 SD card slot + 1 3.5mm audio combo port• 4 Cell 70WHr battery which lasts about 5-6 hrs. when running 5+ chrome tabs watching YouTube VS code running. i.e. Extreme Battery Performance..... ASUS TUF provides 2-3 hrs backup 48WHr battery.• Both single & multi core performance beat up intel's latest i7 CPUs also• MS Office provided free• Cooling is just awesome. ASUS TUF has very bad cooling but HP Victus is just OMEN 2. Fan speed can also be controlled at OMEN GAMING HUB.• GPU turns of automatically/remains idle if no heavy GPU dependent tasks are running rather i-GPU keeps working for light GPU dependent tasks, this saves battery to a extreme extent.• Budget Friendly• 150W charger/adapter, so charging is extremely fast.• Speakers are also nice and feels good.• Trackpad is also very good, far better than that of other laptops.CONS:• White Backlit Keyboard (single color)• Screen wobbling (this is not a major issue, this can be easily ignored, stable until forced vibrations are produced)• 60Hz Display refresh rate.• Weight 2.4 KGsGames I have played on this:Red Dead Redemption 2 - High Graphics (8GB RAM), Ultra graphics (16GB RAM) - 55fps min 60 fps maxWatch Dogs 2 - Ultra graphics 52fps min 60fps maxCall of Duty WWII - High Graphics (8GB RAM), Ultra (16GB) 45fps min 60fps maxMicrosoft Flight simulator 2020 - Medium Graphics (8GB RAM), Ultra (16GB) - 48fps min 60fps maxTrain Sim World 2 - Ultra Graphics (16GB) - 40fps min 60fps max."
19386,Ajit Patil,5,One,Best and very fast laptop,India,23-Nov-21,Verified Purchase,Best and very fast laptop
18473,Prabin P.,5,One,Value for money,India,11-Oct-21,Verified Purchase,"Its good for its price range....wobbling was not that much of an issue...it's a 4 way air flow unlike told on the product features when we are scrolling....dedicted graphics card won't run untill we give some load,thinking about it it's better..overall good"
17577,Rakesh,5,2,Worth of Money,India,26-Nov-21,Verified Purchase,Good Performance
16600,Arjun,5,One,Expect Wifi connectivity issues,India,17-Dec-22,Verified Purchase,"1. Very sturdy build2. Yes it has screen wobble3. So far very good thermal performance4. Buttery smooth operation5. I love the minimal design6. After delivery have noticed random wifi disconnection at least once EVERY Day. This is not an exaggeration. It is easily resolved by using the wifi diagnostic tool but this should not be happening at all7. Added additional 8 GB RAM8. Comes with additional SSD slot9. VERY poor display - not for this price. The OLED display on my phone has better picture quality.10. Would have definitely appreciated a higher refresh rate11. Good keyboard - no flexOverall so far so good. Haven't tested the webcam so won't comment on that.Gaming performance has been good so far, tested:Witcher 3 - next gen update @ medium settingsTunic - SmoothOctopath Traveler - SmoothHigh On Life - Medium settingsBought for some casual gaming (My main is the PS4) and office use. This is good enough for me without any major dealbreakers. I purposely chose an all AMD configuration."
17608,HEMANT KHATRI,5,18,Finally in india 🇮🇳,India,12-Jul-21,,"First of all thanks to HP for launching victus here.. the laptop looks stunning, have the perfect configuration for budget gamers.. this gpu and 3050, 3050Ti, must come between 70k-80k..the laptop is awesome .. probably run as cool as omen.. .. hope this will be available soon under great price 👍 and please HP don't use 60hz display in this .. otherwise it will be discarded by us 🙏"
